Kính thưa các cấp chính quyền . Tôi xin được phản ánh về tình trạng tiếng ồn tại khu vực xung quanh quán cafe Lai 300 Phạm Hùng . Qua nhiều kênh phản ánh , tôi đã nhiều lần phản ánh về việc ô nhiễm tiếng ồn tại quán cafe Lai 300 Phạm Hùng ( mở nhạc sàn cường độ rất lớn vào các buổi tối , đặc biệt là cuối tuần ) , ảnh hưởng rất lớn đến cuộc sống sinh hoạt của các hộ dân xung quanh , đặc biệt các gia đình có trẻ sơ sinh , trẻ đang độ tuổi đi học và người già . Qua thời gian phản ánh tôi xin tóm tắt kết quả xử lý như sau : Huyện Hoà Vang đều yêu cầu Xã Hoà Phước xử lý , tuy nhiên về phía xã cử cán bộ đến lập biên bản và mời hộ cafe lên cam kết , tuy nhiên sau đó vẫn tiếp diễn . Nhìn chung cách giải quyết như vậy theo tôi là không triệt để . Một khu vực đông dân cư tuy nhiên lại có quán cafe rất ồn ào vào mỗi buổi tối là rất không văn minh . Tôi cũng khôg hiểu việc này có khó xử lý không mà bấy lâu nay không xử lý triệt để . Nếu nhà các vị có trẻ nhỏ , trẻ đang đi học và người già thì sẽ hiểu vấn đề này nó ảnh hưởng như thế này . Kính đề nghị các cấp lãnh đạo xử lý triệt để , tuần tra liên tục nội dung này .	An ninh trật tự
Hiện nay nhiều xe ô tô đỗ gần chung cư Aranya phường Xuân Phú gây nguy hiểm cho người tham gia giao thông , họ đỗ xe cả ngày lẫn đêm bên đường . Đề nghị cơ quan chức năng xử lý , dẹp bỏ việc đỗ xe trái quy định . Mong sớm được phản hồi .	Vi phạm giao thông
Ảnh chụp lúc 17h40 ngày 20/10/2019 . Địa điểm : đường Bà Triệu , ngay lối vào nhà thi đấu tỉnh . Đây là khu vực đông dân cư , các thùng rác luôn trong tình trạng quá tải . Đề nghị các cơ quan chức năng tăng cường thêm thùng rác để đảm bảo vệ sinh môi trường .	Vệ sinh môi trường
Tại km 1 , tỉnh lộ 17 qua tổ dân phố Vĩnh Nguyên , thị trấn Phong Điền , bóng điện chiếu sáng lúc sáng lúc mờ làm ảnh hưởng đến sinh hoạt và ANTT. Đề nghị cơ quan hữu quan quan tâm sửa chữa , khắc phục .	Hạ tầng đô thị
Cửa hàng mua bán thiết bị âm thanh Minh Thy tại 80 Mai Thúc Loan thường xuyên bật nhạc , hát karaoke với âm lượng lớn gây ảnh hưởng đến người dân xung quanh .	An ninh trật tự
Cây đỗ ở đường Lê Lợi trước cổng Đại Học Huế . Nhờ cơ quan chức năng xử lý	Hạ tầng đô thị
Ngày 15/10/2019 , báo Đà Nẵng nêu thông tin có nội dung : Ngôi nhà khá lớn sát nhà số 393 Nguyễn Tất Thành ( phường Thanh Bình , quận Hải Châu ) được đóng hàng rào tôn bảo vệ nhưng hàng rào này xiêu vẹo , trông nhếch nhác . Đề nghị chính quyền địa phương nhắc nhở đơn vị , cá nhân có quyền sở hữu , sử dụng ngôi nhà này dọn vệ sinh , sửa lại hàng rào nhằm bảo đảm mỹ quan đường phố .	Hạ tầng đô thị
Kinh doanh phế liệu tại khu đất 236 , 240 Nguyễn Công Hoan gây ô nhiễm môi trường . Trước hết xin cảm ơn Trung tâm dịch vụ công Đà Nẵng và UBND Q. Cẩm Lệ đã tiếp nhận góp ý của công dân vào ngày 13/01/20 và có phản hồi trên hệ thống vào 30/01/20 . Nay tôi tiếp tục phản ánh lại hai vấn đề chưa được xử lý như sau : 1 . Vấn đề ô nhiễm môi trường ở 2 khu buôn bán phế liệu này vẫn chưa được giải quyết triệt để . Trong cộng đồng cư dân xung quanh TIẾP TỤC CÓ CÔNG DÂN BỊ SỐT XUẤT HUYẾT phải nhập viện ( xem hình ảnh đính kèm ) . Chúng tôi đề nghị phải di dời việc kinh doanh phế liệu ra khỏi khu dân cư . 2 . Chúng tôi được biết 2 thửa đất số 236 và 240 Nguyễn Công Hoan là đất công sản thuộc nhà nước quản lý . Vậy tại sao 2 hộ dân này vẫn chiếm dụng mặt bằng , xây dựng công trình và tập kết kinh doanh phế liệu ở đây ? Hoặc nếu có chính quyền đứng ra cho thuê đất để sử dụng thì cơ quan , cá nhân , đơn vị nào đứng ra cho những người này thuê để tập kết những thứ gây ô uế như vậy làm ảnh hưởng rất nhiều đến môi trường , sức khoẻ của cư dân xung quang ? Cái này cần phải minh bạch để người dân được rõ ! Trân trọng .	Vệ sinh môi trường
Hiện nay tại đầu đường xóm 3 , Ngọc Anh gần nhà số 9 , xóm 3 , thôn Phú Thượng và Khu quy hoạch Ngọc Anh mới đấu giá dây điện nối lung tung sà xuống đường gây quy hiểm cho người dân . Đồng thời đề nghị các đường dây này móc nối vào các cột điện cho hợp lý tránh dây điện móc nối lung tung như mạng nhện , đề nghị chính quyền có biện pháp đối với các đường dây điện này . Xin trân trọng cảm ơn .	Hạ tầng đô thị
Hiện nay vào giờ cao điểm , tại cổng các trường tiểu học và trung học cơ sở phụ huynh học sinh đứng đón con tại các cổng trường bằng các phương tiện xe máy , đặc biệt là xe ô tô làm ảnh hưởng tới các xe đang lưu thông gây tắc đường . Để tránh tình trạng tắc đường tại các điểm trường , tôi xin đưa ra giải pháp : mô hình “ Xe buýt học đường ” Các trường tiểu học và trung học cơ sở đa phần dành cho học sinh đúng tuyến , nằm trên địa bàn các phường , do đó việc triển khai mô hình “ xe buýt học đường ” sẽ hiệu quả hơn . Theo tôi , Sở Giáo dục và các ban ngành có liên quan , đặc biệt là Sở Giao thông công chính , cần tổ chức chương trình giúp cho các trường có xe buýt đưa đón học sinh theo các tuyến đã chỉ định ( mỗi trường 2 xe đón các học sinh tại các điểm xe buýt dành cho học sinh của trường đó ) . Mô hình này giúp giảm thiểu lưu thông trên các tuyến đường , giúp cho xe buýt hoạt động hiệu quả hơn mô hình hiện nay .	Góp ý
Do trong quá trình làm ăn nên 1 công ty có thế chấp cho tôi 2 Giấy chứng nhận quyền sử dụng đất ( lấy niềm tin để làm ăn ) , hiện nay công ty không còn có khả năng trả nợ . Hiện nay , tôi đang giữ 2 giấy chứng nhận sử dụng đất ( Bản chính ) , tôi muốn kiểm tra xem 2 giấy chứng nhận quyền sử dụng đất này đã bị bên phía công ty báo cớ mất tại cơ quan có thẩm quyền để xin cấp lại sổ mới hay chưa . Xin cho hỏi cơ quan có thẩm quyền để giải quyết việc này ? Trong trường hợp nếu 2 giấy chứng nhận quyền sử dụng đất chưa bị công ty thông báo mất để xin cấp lại , thì tôi có thể nộp đơn đề nghị không cấp mới 2 giấy chứng nhận quyền sử dụng đất này được ko , vì hiện tai tôi đang giữ bản chính ( tôi giữ có căn cứ pháp luật , hợp pháp vì khi tôi giữ có lập biên bản bàn giao đầy đủ )	Đất đai
Lấm chiếm lòng lề đường . Tại địa chỉ : Hoàng Nọc Phách P. Phú Thọ Hòa Tân Phú . Kính chuyển UBND Quận Tân Phú kiểm tra và khắc phục sự cố giúp người dân .	Trật tự đô thị
Vào lúc 07 giờ 53 phút ngày 06/03/2020 , mô tô mang biển kiểm soát link không chấp hành hiệu lệnh của tín hiệu đèn giao thông tại đường Hà Nội . Đề nghị cơ quan chức năng xử lý .	Vi phạm giao thông
Tôi đang là giáo viên tiểu học tại huyện Thường Tín . Tôi muốn chuyển công tác về huyện Quốc Oai thì thủ tục như thế nào ? Trong truờng hợp tôi đã hoàn thành hồ sơ chuyển đi mà bên tiếp nhận không nhận tôi thì tôi có đuợc tiếp tục công tác tại truờng cũ không ? Tôi nghe nói phải kí chấm dứt hợp đồng mới đuợc chuyển đi nếu chấm dứt hợp đồng rồi mà bên tiếp nhận lại không nhận thì tôi bị mất việc như vậy có đúng không ạ ?	Khác
Ngày 29/10/2019 , báo Đà Nẵng nêu thông tin có nội dung : Cột đèn ngay ngã ba đường Hoàng Văn Thái - Tôn Đức Thắng ( phường Hòa Minh , quận Liên Chiểu ) bị người dân dán các mẩu quảng cáo trông rất phản cảm , mất mỹ quan đô thị . Đề nghị chính quyền địa phương và cơ quan chức năng kiểm tra , xử lý .	Trật tự đô thị
Đề nghị các cơ quan chức năng xử lý tin nhắn rác .	Vi phạm pháp luật
Cây Lim bị sùng ở giữa gần gãy có thể nguy hiểm cho người dân nằm ở lô A14 ( số 1 ) đường Hồng Thiết , phường Vỹ Dạ . Đề nghị Công ty cây xanh xử lý giúp người dân .	Hạ tầng đô thị
Hẻm 60 Huỳnh Khương An , P. 5 , Gò Vấp có tụ tập ăn uống ca hát rất ồn ào và đông người , không biết chính xác là nhà nào vì tôi ở nhà không đi ra ngoài . Tại địa chỉ : 92-17-11 , Đường Huỳnh Khương An Phường 5 Gò Vấp . Kính chuyển UBND Quận Gò Vấp kiểm tra và khắc phục sự cố giúp người dân .	An ninh trật tự
Tại địa chỉ 282 - 286 Bắc Sơn , phường Hòa An , quận Cẩm Lệ có doanh nghiệp tư nhân Quốc Đạt , kinh doanh vận tải khách du lịch với hơn 20 chiếc xe 45 chỗ ngồi . Doanh nghiệp này có 4 , 5 lô đất liền kề làm bãi tập kết phương tiện để rửa xe và sửa xe . Việc rửa xe của công ty là dùng nước giếng khoan , tự bơm lên để tiết kiệm nhưng vì nước có độ phèn cao nên công ty dùng cát để lọc nước trước khi rửa xe . Sau đó số cát này công ty lại đổ hết xuống cống thoát nước phía sau các lô đất . Qua thời gian gây nghẹt cống , nước thải tràn gây ô nhiễm môi trường xung quanh . Người dân cũng có nhắc nhở trực tiếp nhưng công ty không có hướng xử lý số cát trên , vẫn tiếp tục đổ xuống cống thoát nước sinh hoạt . Kính đề nghị cơ quan chức kiểm tra , xử lý .	Vệ sinh môi trường
Đường Phan Chu Trinh , Phan Đình Phùng nên cho phép dừng đỗ xe phía bờ sông và cấm đỗ xe phía có nhà dân . Đỗ xe phía nhà dân gây cản trở lối đi của người đi bộ ( cộng với lấn chiếm vỉa hè do xe máy và hàng quán ) , xe máy từ các hẻm đi ra bị hạn chế tầm nhìn khi nhập vào đường chính nên dễ xảy ra tai nạn . Mật độ lưu thông ở đường này rất đông , nhất là giờ cao điểm và khi có các xe lớn chạy qua ( xe thu gom rác ... . . ) . Kính mong cơ quan chức năng xem xét nhằm tạo điều kiện an toàn khi tham gia giao thông trên tuyến đường này .	Góp ý
Cổng chào trước số 66 Nguyễn Phúc Nguyên chắn ngang đường gây mất mĩ quan trên con đường đẹp này . Đề nghị tháo dỡ .	Hạ tầng đô thị
Tôi muốn hỏi theo quyết định 07/20 16/20 16 của UBND thành phố Hà Nội thì cơ cấu tổ chức và số người làm việc tại bộ phận tiếp nhận xã gồm trưởng bộ phận và một hoặc một số cán bộ công chức cấp xã . Số người làm việc tại Bộ phận tiếp nhận và trả kết quả của UBND cấp xã do chủ tịch UBND cấp xã bố trí , phân công đảm bảo hoạt động của Bộ phận tiếp nhận và trả kết quả đáp ứng yêu cầu của cá nhân , tổ chực . Bộ phận 1 cửa của xã tôi bố 1 phó chủ tịch làm trưởng bộ phận , 1 công chức tư pháp , 1 công chức văn phòng , 1 công chức LĐTBXH Nhưng khi đoàn kiểm tra công tác cải cách hành chính của cấp huyện về kiểm tra bảo phải bố trí lại chỉ được có 1 phó chủ tịch , 1 công chức văn phòng làm chuyên trách , 1 công chức tư pháp tại bộ phận một cửa Cho tôi hỏi như vậy có đúng không ?	Dịch vụ hành chính công, sự nghiệp
Nhà 23 Mộc Bài 7 chăn nuôi gia cầm gây ô nhiễm môi trường khu dân cư . Mong cơ quan chức năng kiểm tra và xử lý .	Vệ sinh môi trường
Cáp thông tin của VNPT lắp đặt chắn dòng chảy của cống thoát nước do dân đóng góp xây dựng làm cản dòng chảy , gây ứ đọng rác bốc mùi . Đề nghị VNPT xử lý gấp . Xin cám ơn ! Tại 4/9 Lý Nam Đế , tổ 13 , An Hòa , Thành phố Huế , Thừa Thiên Huế , Việt Nam	Hạ tầng viễn thông
Trong phần mềm không thấy thủ tục chuyển thổ cư ? Giờ em đi nộp hồ sơ ở đâu ? Mong được hồi âm	Đất đai
Tôi là Nguyễn Thị Hoàn . Nơi cư trú : Tổ 5 - TDP3 - Phường Nam Lý - Đồng Hới - Quảng Bình . Tôi có con tên là Ngô Bình Minh học tại Đại Học Bách Khoa Hà Nội , từ ngày 25/6/2019 cháu báo sẽ về quê nghỉ hè , song từ hôm đó đến nay gia đình không liên lạc được với cháu . Gia đình có nhờ Ga Hà Nội và ga Huế kiểm tra camera thì được biết cháu đi tàu đến Huế . Sáng nay ngày 28/6/2019 gia đình được biết cháy có nghỉ tại nhà nghỉ Thái Bình địa chỉ số 79 Bùi Thị Xuân . Gia đình đến tìm thì được biết cháu đã rời đi sáng ngày 27/6/2019 . Gia đình không liên hệ được với cháu từ ngày 25/6/2019 vì vậy kính mong sự giúp đỡ của cơ quan chức năng tìm giúp cháu . Gia đình chân thành cảm ơn ! . ( Lưu ý là cháu bị say xe ô tô nên phương tiện có thể đi là tàu và hay đi grap bằng xe máy )	Khác
Hệ thống cây cột điện chiếu sáng tại Đại nội Huế bị hư hỏng nặng , ảnh chụp ngày 24/10/2019 đoạn đường song song với đường Đoàn Thị Điểm , vừa gây nguy hiểm cho du khách và người dân , vừa gây mất mỷ quan khu di tích . Đề nghị các đơn vị có thẩm quyền sớm khắc phục .	Hạ tầng đô thị
Tôi là một người dân ở hẻm 180 phan chu trinh . Nằm ngay khu vực quy hoạch đường Hai Bà Trưng nối dài . Tôi nghe nói dự án có khả năng sắp thi công trong 5 năm nữa . Tôi chỉ mong các cơ quan chức năng sắp xếp chỗ ở mới cho dân cư ở đây hợp với lòng dân . Trong hẽm tôi sống từ nhỏ đến lớn , người dân thân thiện và văn minh , số lượng người cao tuổi và em bé cũng chiếm phần nhiều . Mong cơ quan nhà nước quan tâm và xem xét để tạo điều kiện cho khu dân cư phát triển hơn . Xin cám ơn .	Khác
Kính gửi : ông Hoàng Hải Minh , Chủ tịch UBND Thành Phố Huế . Về việc nhân viên của phòng quản lý đô thị Thành Phố Huế tự ý di dời biển báo theo ý kiến cá nhân của chủ hộ Tâm Hoà . Hiện tại biển báo giao thông đang nằm ở vị trí cũ trước nhà số 13 Mai Thúc Loan đã có từ lâu , chủ hộ nhà đối diện 18 Mai Thúc Loan không liên quan đến biển báo và biển báo không liên quan đến phần mặt tiền nhà của chủ hộ 18 Mai Thúc Loan . Qua quá trình đi xem thầy bói , chủ hộ 18 Mai Thúc Loan đã 3 lần qua nhà tôi xin đề cập đến vấn đề dịch chuyển biển báo để tránh chính tâm nhà họ và theo đúng ý của thầy bói đã hướng dẫn . Hiện trạng biển báo giao thông ở trục đường Mai Thúc Loan và Phan Đăng Lưu đã được chỉnh trang gộp biển báo và di dời vào ngày 03/01/2019 , sau tai nạn dẫn đến gãy đổ 2 biển báo tại nút giao thông này vào ngày 15/12/2018 . Sau rất nhiều lý do để giải thích cho sự việc di dời biển báo , phòng quản lý đô thị đã gửi phản hồi thực hiện di dời biển báo giao thông theo công văn số 4061 / UBND - GT ngày 18/10/2019 , theo như nội dung công văn ngày hoàn tất kế hoạch trước ngày 10/11/2019 để giải thích cho việc đã di dời biển báo là không đúng , vì sự việc di dời theo ý kiến cá nhân của chủ hộ Tâm hoà diễn ra vào ngày 11/01/2020 và trước khi di dời biển báo chủ hộ Tâm Hoà đã 3 lần qua nhà tôi để xin đề cập đến vấn đề di dời với lý do thầy bói xem thấy biển báo chính tâm rất xui xẻo . Hiện tại vị trí di dời biển báo mới nằm ngay cổng ra vào của nhà tôi rất bất tiện . Rất mong Bác Hoàng Hải Minh dành chút thời gian quý báu để chỉ đạo , thanh tra về việc di dời biển báo đã đúng theo chủ trương của Thành Phố hay chưa ? Vì sao lại di dời biển báo theo ý kiến cá nhân của chủ hộ Tâm Hoà ? Vì sao trong 3 đợt phản hồi nhân viên phòng quản lý đô thị lại lảng tránh đề cập đến việc di dời biển báo theo ý kiến chủ hộ Tâm Hoà ? Vì sao lại di dời biển báo giao thông với lý do mê tín dị đoan ? Phòng quản lý đô thị thành phố giải trình chính xác thông tin , đầy đủ và rõ ràng vì sao lại di dời biển báo theo lý do cá nhân ? Khảo sát việc di dời biển báo theo vị trí phù hợp và theo đúng quy định pháp luật . Tôi xin chân thành cảm ơn .	Trật tự đô thị
Đèn chiếu sáng đoạn cầu vượt Thủy Phù hai ba hôm nay không sáng nhưng không thấy ai xử lý . Trân trọng Ảnh chụp lúc 18h15 ngày 19/3/2020	Hạ tầng đô thị
Kính gửi : Quy tắc đô thị quận Sơn Trà . Tôi là người dân sống gần HD Fitness center 996 Ngô Quyền . Tôi xin phản ánh về vấn đề thải nước hồ cá ra đường qua ống nước , ở đây con lươn đường có chỗ cao chỗ thấp nên nước đọng lại rất nhiều , rất hôi thối vì nước trong hồ cá chảy ra . Con đường du lịch như vậy mà mùa đông cũng như mùa hè nước lênh láng và hôi thối . Tôi đã góp ý là mua thêm ống dây nước kéo ra bỏ xuống cống trực tiếp là sẽ khắc phục nhưng chủ nhà không chịu . Kính mong các cấp có thẩm quyền giải quyết giúp dân . Tôi xin cảm ơn .	Vệ sinh môi trường
Bảng tên các Cơ quan Nhà nước rách , nham nhở tại 20 Nguyễn Huệ . Kính mong các cơ quan chức năng liên quan xem xét và xử lý tình trạng này .	Góp ý
Nhà hàng quán bar DIRTY FINGERS , 404 - 406 Võ Nguyễn Giáp , NHS , Đà Nẵng về đêm thường xuyên mở nhạc , hát âm thanh lớn , gây ô nhiễm môi trường , ảnh hưởng đến cuộc sống sinh hoạt đến cộng đồng cư dân xung quanh . Cư dân đã nhiều lần phản ánh , trao đổi trực tiếp với quản lý nhà hàng nhưng tình hình không được cải thiện . Đề nghị cơ quan chức năng của quận Ngũ Hành Sơn , Thành phố Đà Nẵng kiểm tra xử lý , đem lại cuộc sống yên bình cho cư dân .	An ninh trật tự
Tại số nhà 23 Ung Văn Khiêm cho người Trung Quốc thuê , họ ở tầm 9-10 người . Ban ngày họ đóng cửa im lìm , trưa thì nói chuyện to . Tầm khoảng 6h tối đến sáng họ thường xuyên dẫn khách về và nói chuyện lớn tiếng rất ồn ào . Bên cạnh đó họ xả rác bừa bãi , cả trong nhà lẫn ngoài đường gây ô nhiễm môi trường . Tôi đã nhiều lần trao đổi trực tiếp với họ , phản ánh với chủ nhà và tổ trưởng nhưng vẫn không được khắc phục . Mong cơ quan chức năng xuống kiểm tra , nhắc nhở .	An ninh trật tự
Kính mong cơ quan xem xét về việc tập trung đông người tại nhà máy Tanifood .	Phản ánh người dân về dịch bệnh
Kính gửi : - Công ty Điện chiếu sáng công cộng Tp Đà Nẵng ; - UBND quận Thanh Khê , Tp. Đà Nẵng . Ngày 07/4/2020 , tôi có góp ý về tình trạng Điện chiếu sáng bị tắt Ngã 3 đường Đông Lợi 4 và 257A Trường Chinh đã được tiếp nhận nhưng đến nay chưa thấy xử lý . Cụ thể từ Tết âm lich đến hôm nay bóng đèn chiếu sáng liên tục cách mấy giây chớp đỏ rồi tắt tối thui gây nguy hiểm cho người tham gia giao thông , càng nguy hiểm hơn bóng đèn này nằm góc ngay ngã 3 nên khi tắt tối các xe đi từ hướng kiệt ra đường lớn thường dễ gây tai nạn va chạm nhau . Đặc biệt khu này trẻ em buổi tối thường chạy ra đường vui chơi rất đông nên hiểm nguy tai nạn luôn rình rập . Kính mong quý cấp quan tâm khắc phục sửa chữa hoặc thay thế trong thời gian sớm nhất ! ( video ngày 6/4/2020 kèm theo bên dưới ) . / . Trân trọng !	Hạ tầng đô thị
Cập nhật đến 14 giờ 00 phút ngày 12/4/2020 toàn tỉnh Tây Ninh : - Cách ly tại cơ sở y tế : 61 người . - Cách ly tập trung : 681 người , trong đó : + Cách ly tại K71 : 122 người . + Tại các khu khác : 559 người . - Ngoài ra , cách ly tại nhà , nơi lưu trú : 49 người . - Cách ly tại nhà , nơi lưu trú đã qua 14 ngày : 4.106 người . * Tình trạng hiện tại của bệnh nhân nhiễm COVID - 19 số 252 nằm tại BVĐK tỉnh đến 16g ngày 12/04/2020 : Bệnh ổn , mạch , nhiệt độ , huyết áp , nhịp thở bình thường ; ăn uống bình thường . - Các các trường hợp tiếp xúc gần đều được cách ly riêng và kết quả xét nghiệm đều âm tính . * Tình hình thực hiện khai báo sức khỏe toàn dân tại cổng khai báo điện tử : Tính đến 16 giờ ngày 12/4/2020 - Tự nguyện khai báo : 32.271 người . - Cài ứng dụng khai báo y tế điện tử : 46.528 người . * Công tác khác : - Các địa phương tiếp tục thực hiện nghiêm túc Chỉ thị 15 / CT - TTg , 16 / CT - TTg của Thủ Tướng Chính Phủ và Chỉ thị 04 / CT - UBND , Chỉ thị 05 / CT - UBND của UBND tỉnh . - Các Tổ kiểm tra vi phạm hành chính về phòng chống dịch Covid - 19 : Đoàn kiểm tra , xử lý tình trạng tụ tập đông người và không đeo khẩu trang nơi công cộng : 28 đoàn kiểm tra , 387 trường hợp kiểm tra , 73 trường hợp nhắc nhở , 17 trường hợp cảnh cáo , 16 trường hợp không đeo khẩu trang .	Dịch bệnh
hỏi : chế dộ phụ cấp của cộng tác viên trung tâm học tập công đồng được tính như thế nào ?	Khác
Cập nhật đến 15 giờ 00 phút ngày 23/4/2020 toàn tỉnh Tây Ninh : - Cách ly tại cơ sở y tế : 38 người . - Cách ly tập trung : 250 người , trong đó : + Cách ly tại K71 : 40 người . + Khu cách ly Ký túc xá Trường Kinh Tế Kỹ Thuật : 210 người . - Ngoài ra , cách ly tại nhà , nơi lưu trú : 31 người . - Cách ly tại nhà , nơi lưu trú đã qua 14 ngày : 4.144 người . * Tình hình thực hiện khai báo sức khỏe toàn dân tại cổng khai báo điện tử : - Số người dùng di động đã khai báo y tế : 61.884 người . - Số người dùng cài đặt app di động : 49.446 người . * Công tác khác : - Kiên định thực hiện các nguyên tắc phòng chống dịch : ngăn chặn , phát hiện , cách ly , khoanh vùng , dập dịch đồng thời với việc làm tốt công tác điều trị , hạn chế thấp nhất người tử vong ; Tiếp tục thực hiện triệt để phương châm “ 4 tại chỗ ” . - Đoàn kiểm tra , xử lý tình trạng tụ tập đông người và không đeo khẩu trang nơi công cộng : 18 đoàn kiểm tra , 236 trường hợp kiểm tra , 55 trường hợp nhắc nhở , 0 trường hợp cảnh cáo , xử phạt 1 trường hợp không đeo khẩu trang nơi công cộng .	Dịch bệnh
Xin kính chào các anh / chị , Tôi hiện nay được đăng ký khám bảo hiểm y tế tại Trung tâm Y tế quận Sơn Trà . Tuy nhiên tôi muốn khám tại bệnh viện 199 Bộ Công an . Vậy cho tôi hỏi tôi có thể khám ở Bệnh viện 199 Bộ công an theo hình thức đúng tuyến không ? Cho tôi hỏi danh sách các bệnh viện cùng tuyến quận và cùng tuyến tỉnh cũng như cùng tuyến trung ương tại Đà Nẵng . Xin cảm ơn .	Dịch vụ hành chính công, sự nghiệp
Đề nghị xem xét xử lý hai cột điện tại 44 Ngô Hà và 31 Ngô Hà - phường Thủy Biều . Hiện tại 1 cột dây chằng chịt và nghiêng , cột còn lại bị xe tông nghiêng hơn 2 năm rồi nhưng vẫn chưa có cơ quan xử lý gây nguy hiểm cho người qua đường cũng như người dân đang sinh sống trong nhà . Xin cám ơn !	Hạ tầng đô thị
